qa_id,question,answer,context,is_question_valid,is_answer_correct
307160139613054095264086246702860894149,Which team won the series 2-1?,Ireland,eduled to take place in Zimbabwe in March 2018. Ireland won the series 2-1. Contents 1 Squads 2 ODI series 2.1 1st ODI 2.2 2nd ODI 2.3 3rd ODI 3,1,1
27986124944024786420506191633019782184,Who was the sheet anchor on the day?,Nurse," score to 108-2, with Kanhai by far the more aggressive, having scored 70 runs to his partner's 35. Kanhai was out on the third day when the score had reached 124, having made 84. The remaining wickets added only another 57, though Nurse - the sheet anchor",1,1
251255954076153908146035024647393721066,What team did he play for?,Auckland Aces,Tarun Sai Nethula (born 8 May 1983) is an Indian-born New Zealand cricketer who played for the Auckland Aces in the Plunket Shield. He currently plays for the Central Districts Stags. He made his international debut for New Zealand in 2012 in a One Day Int,1,1
88708439968947267939283366923424664625,Onally fields as what?,wicket-keeper,"onally fields as a wicket-keeper. He was born in Epsom, Surrey and educated at City of London Freemens and Cardiff Metropolitan University (UWIC). In 2018 he was appointed captain of Surrey in both first-class and List A formats. Contents 1 Domestic career",1,1
239443338119097112521084208682581575172,Who represented Jamaica at the Under-19 level?,de Andrew Davis and Rohan Belight,de Andrew Davis and Rohan Belight both of whom represented Jamaica at the Under-19 level. Leon has played for Middlesex in the Jamaica County Competition and also the Kaiser Sports Club. He was a brilliant bastman who was comfortable playing any type of bo,1,1
174293319905516132810039589698940936572,Where is the County Ground located?,Southampton,"Redirect to:County Ground, Southampton",1,1
742011864828955904554301708048293250,What is the Duchess of Norfolk's Invitation XI?,,"ounty teams, the combined Minor Counties, the Combined Universities of Oxford and Cambridge, and a World XI to finish, plus 55-over one-day matches against one more first-class county (Gloucestershire) and the Duchess of Norfolk's Invitation XI. Of the non",1,2
93803617751713394215456628316881116018,What does awn do?,,awn,2,2
336032500563472510394570667620943999542,When was the first ODI played?,5 January 1971,"decessor to today's International Cricket Council) on 15 June 1909. England and Australia also played the first ODI on 5 January 1971. England's first T20I was played on 13 June 2005, once more against Australia. In Test series against Australia, England p",1,1
217190107141562824873026678526369678558,What is the typical speed of a fast delivery?,136 to 150 km/h,"tic fashion or move sideways through the air, factors which make it difficult for the batsman to hit the ball cleanly. A typical fast delivery has a speed in the range of 136 to 150 km/h (85 to 95 mph). The fastest delivery that has ever been officially re",1,1
121498397400127837933307003908011042457,Who was the last man to fall?,Worrell,"of 101, before Smith was out for 55. More wickets then fell quickly, and West Indies ended the day on 179-7, Worrell being the last man to fall, for 82. On the fourth day Alexander, who had been 11 not out overnight, increased his score to 108, with good s",1,1
32523190964851093747961162681304412339,What are the names of the bowling figures that have the highest scores?,,rnationals 1.1.1 Team Records 1.1.2 Most Career Runs 1.1.3 Most Career Wickets 1.1.4 Highest Scores 1.1.5 Best Bowling Figures 1.1.6 Win/Loss Record Statistics and Records[] Twenty20 Internationals[] Team Records[] Most Career Runs[] Most Career Wickets[] ,2,2
1598784448776515899869480162379301203,What is the name of the first test series?,, reading Test Series[] First Test[] Second Test[] Third Test[] One Day Series[] First One Day International[] Second One Day International[] External sources[] CricketArchive [1] Annual reviews[] Playfair Cricket Annual 1987 Wisden Cricketers Almanack 1987,1,2
191091602159251440532403574779036494755,How many One Day International matches did the tour consist of?,three,Not to be confused with Zimbabwean cricket team in Pakistan in 2015. The Pakistan cricket team toured Zimbabwe between 24 September and 5 October 2015. The tour consisted of three One Day International (ODI) matches and two Twenty20 International (T20I) ma,1,1
55010402908134024839042144376854521737,What did Broad and Woakes do?,,"h and Travis Head managed to hold on until lunch, leaving Australia 83 for three at the break. The first hour after lunch saw the fall of four wickets, due to good efforts by Broad and Woakes, with Head the first to go, leg before wicket to Woakes after a ",1,1
33064180076728343488287167367602882201,How many runs did England score in the 2nd ODI?,,ies[] 1st ODI 29 March[] 1st ODI (Kensington Oval) - England won by 16 runs 2nd ODI 1 April[] 2nd ODI (Kensington Oval) - West Indies won by 1 wicket 3rd ODI 4 April[] 3rd ODI (Arnos Vale Ground) - West Indies won by 5 wickets 4th ODI 5 April[] 4th ODI (Ar,2,2
288089129245567642948568452547659355305,What injury prevented Brett Lee from playing in the Australians v England Lions match?,rib,"time was called with three wickets remaining. Carl Hopkinson was the highest scorer, achieving 115 runs from 172 deliveries. Australians v England Lions[] Brett Lee sustained a rib injury during the preparatory match against the England Lions which prevent",1,1
282535162655398496176300140279900985321,What was the date of the 4TH OD I?,5 April,ies[] 1st ODI 29 March[] 1st ODI (Kensington Oval) - England won by 16 runs 2nd ODI 1 April[] 2nd ODI (Kensington Oval) - West Indies won by 1 wicket 3rd ODI 4 April[] 3rd ODI (Arnos Vale Ground) - West Indies won by 5 wickets 4th ODI 5 April[] 4th ODI (Ar,1,1
273102622023864742778936697926931601382,Where was the third Test at?,Headingley," of the most entertaining Test series ever due to the see-sawing nature of both the individual games and the series as a whole. England won the series 3-1 despite being 1-0 down after the first two Tests. Before the third Test at Headingley, the inspiratio",1,1
289994409172087318612570420870368934965,Who was dropped first ball?,Mackay,". Mackay had been dropped first ball, which proved to be crucial. Grout was dismissed by Worrell for 42 after the pair had added 59, and he followed up by quickly taking the wickets of Misson and Hoare. When Kline joined Mackay, Australia were 207-9 and ap",1,1
175725250155201610044264458890289229388,What was the name of the English cricket team?,,"er Test cricket tour of Australia by the English cricket team. A rival tour had been also organised by Fred Grace but was cancelled, enabling most of the best players of the Australian colonies to participate in the series against James Lillywhite's side. ",1,2
302150868031846067827051142540244800796,Who was dismissed on the first over?,Smith,"entury. Smith then managed to keep the strike for the better part of a dozen overs, reaching a century in the process as the fielders were spread out on the boundary, but he was dismissed on the first over of the new ball, having reached 144 runs on his re",1,1
179875577064189571859304398483400326199,Who was the Umpire?,BNJ Oxenford,"24) 4th Wicket: 50 runs in 111 balls (Younis Khan 21, Misbah-ul-Haq 26, Ex 3) Pakistan: 150 runs in 52.5 overs (319 balls), Extras 4 Over 57.6: Review by Sri Lanka (Bowling), Umpire - BNJ Oxenford, Batsman - Misbah-ul-Haq (Struck down) Younis Khan: 50 off ",1,1
278012608938796807658745583911152180567,Who was given out after the ball was caught behind?,Root,"ss, despite a scare after drinks as Root was beaten by a ball which hit the wicket but failed to dislodge the bails, and was given out after the ball was caught behind, but a review showed the only contact was with the off stump. This left England on 71 fo",1,1
304157090142209820773651809876015083171,How many players were allowed to play?,,"al Cricket Council (ICC), despite sharing some of main features of this form of cricket, but some of the playing regulations were different from standard internationals in order to allow teams to experiment. For example, the main change allowed for thirtee",1,2
263818357166578760149500542445814327017,When did England play Bangladesh?,,ch 7.1 England in Bangladesh 8 April 8.1 New Zealand in Pakistan (April 2023) Season overview[] September[] England in Pakistan[] Main article: English cricket team in Pakistan in 2022-23 2022 Namibia Tri-Nation Series (round 16)[] Main article: 2022 Namib,1,1
213135080870777259615788301811504692703,What is the round 17 of the 2022 Namibia Tri-Nation Series?,,n article: 2022 ICC Men's T20 World Cup Super 12[] Finals[] November[] 2022 Namibia Tri-Nation Series (round 17)[] Main article: 2022 Namibia Tri-Nation Series (round 17) 2022 Namibia Tri-Nation Series (round 18)[] Main article: 2022 Namibia Tri-Nation Ser,1,2
283612440750760574552837467487107568425,In what year was he born?,1990,"Mohammed Shami Ahmed (born 9 March 1990, Jonagar, Bengal) is an Indian cricketer who plays for India in Tests and ODI and for Bengal in domestic cricket. He is a right-arm fast bowler. He is currently a part of Kolkata Knight Riders squad in the Indian Pre",1,1
7274648225791109530927872525861091251,What was Sri Lanka's 2nd Wicket?,50 runs in 121 balls,"), Extras 1 Tea: Sri Lanka - 71/1 in 27.0 overs (JK Silva 32, KC Sangakkara 14) 2nd Wicket: 50 runs in 121 balls (JK Silva 22, KC Sangakkara 29, Ex 1) Sri Lanka: 100 runs in 35.5 overs (215 balls), Extras 2 JK Silva: 50 off 113 balls (6 x 4) Drinks: Sri La",1,1
193081211928202398899318401846874454547,What was Harris' political career?,,"y. From 1885 to 1900, Harris had a career in politics, including a much-criticised tenure as Governor of the Presidency of Bombay. His political posts were Under-Secretary of State for India from 25 June 1885; Parliamentary Under-Secretary of State for War",1,1
54843939343013156560124260023688922459,When is the Zimbabwe cricket team scheduled to tour Australia?,2021,The Zimbabwe cricket team is scheduled to tour Australia in 2021.,1,1
329859978349504937829114626678286393410,What is the name of the ECB?,England and Wales Cricket Board,"Twenty20 is a form of cricket, originally introduced in the United Kingdom for professional inter-county competition by the England and Wales Cricket Board (ECB), in 2003. A Twenty20 game involves two teams, each has a single innings, batting for a maximum",1,1
37940687129330848774661899571923656793,How many Wickets were there?,,r Wickets 1.1.4 Highest Scores 1.1.5 Best Bowling Figures 1.1.6 Win/Loss Record Statistics and Records[] Twenty20 Internationals[] Team Records[] Most Career Runs[] Most Career Wickets[] Highest Scores[] Best Bowling Figures[] Win/Loss Record[],1,2
261174473812621217376284671538051604103,What was the highest score?,,r Wickets 1.1.4 Highest Scores 1.1.5 Best Bowling Figures 1.1.6 Win/Loss Record Statistics and Records[] Twenty20 Internationals[] Team Records[] Most Career Runs[] Most Career Wickets[] Highest Scores[] Best Bowling Figures[] Win/Loss Record[],1,1
47969599834695890077195516251972529569,What was the score on day 4 of the game?,161/3,"n 7*, 130.1 ov) Sun, 16 Dec - day 4 - England 2nd innings 161/3 (IJL Trott 66*, IR Bell 24*, 79 ov) Mon, 17 Dec - day 5 - England 2nd innings 352/4d (154 ov) - end of match Match notes Day 1 England 1st innings Drinks: England - 31/2 in 14.0 overs (IJL Tro",1,1
292105907421858522582441626511155044841,How many times did Sri Lanka play against West indies?,,Main article: 1979 Cricket World Cup Contents 1 India vs West Indies 2 Sri Lanka vs New Zealand 3 Sri Lanka vs West Indies 4 India vs New Zealand 5 Sri Lanka vs India 6 West Indies vs New Zealand 7,1,2
109864224108004584567071600742671709410,What country is in Sri Lanka?,South Africa,World Cricket League Division Four 4.3.1 Points Table 4.3.2 Final Standings 5 July 5.1 Netherlands in Scotland 5.2 Bicentenary Celebration match 5.3 South Africa in Sri Lanka 5.4 India in England 5.5 Afghanistan in Zimbabwe 6 August 6.1 Pakistan in Sri Lan,1,2
130613870055833466499511151721464798936,What will be applied to all skins on the entire site?,CSS,/***** CSS placed here will be applied to all skins on the entire site. Please ensure you do not violate Wikia's Terms of Use by obscuring or removing the advertising. *****/ /*,1,1
126293582114747371506171561611281826010,What position was he often in competition with?,,"o add to his popularity, and he was often given a big cheer when he went out to bat, more often than not at number eleven, a position for which he was often in competition with Phil Tufnell. He hit some huge sixes for both England and Derbyshire and was a ",1,2
233047702588657785782037056781367440018,Who placed them comfortably ahead of their adversaries?,the ICC rankings,"rs' Association XI v England XI Build-up[] Despite recent turmoils, England went into the series as firm favourite. The players claimed confidence, the ICC rankings placed them comfortably ahead of their adversaries, and the pundits were, under the circums",1,1
196910193376480261319079947439174542246,What was Malcolm's chance to play for?,,"erbyshire and was a particular favourite of commentator Brian Johnston. As the cricket writer, Colin Bateman, noted, ""Malcolm, incredibly wholehearted with an easy charm off the field, became a national hero"". Life and career[] Malcolm's chance to play for",1,2
253506515054878120575993672944675621994,When is the ICC T20 World Cup held?,,ber[] 2021 Papua New Guinea Tri-Nation Series[] Main article: 2021 Papua New Guinea Tri-Nation Series (September) October[] 2021 ICC T20 World Cup[] Main article: 2021 ICC T20 World Cup November[] 2021 Nepal Tri-Nation Series[] Main article: 2021 Nepal Tri,1,1
6396406784829343192324190442063809424,How many wickets did he take?,170,"cored almost 3,500 runs and took 170 wickets. His performances led to selection for the England under-19 team, which he captained aged 16. He also represented Lancashire Schools from 1982 to 1986. In 1983 he won the Jack Hobbs Memorial Award as the Outstan",1,1
235874669669444491907807987762747441038,Who played for Northern Districts?,Daniel Raymond Flynn,"Daniel Raymond Flynn (born 16 April 1985) is a New Zealand former cricketer who played for Northern Districts and has also represented the New Zealand international side. In April 2020, Flynn announced his retirement from cricket. Domestic career[] He has ",1,1
6830596086534279331321639091981474034,Where was Daniel educated?,Tauranga Boys' College,"tic career[] He has captained the New Zealand Under-19 side in Youth ODIs. He was educated at Tauranga Boys' College and was in the 1st XI from 1999 to 2002, being captain in his last two years. Daniel is a resident of Tauranga, which is in the Bay of Plen",1,1
252158319466736129896796523004552197755,Who is under pressure to perform and make mistakes?,players and umpires,"requirements of neutral umpires should be waived in the future, to reduce umpire workload and fatigue. Root, however, noted that players and umpires, both under pressure to perform, make mistakes, and that over-criticism and blame games should be avoided. ",1,1
150349517975505805430018305831325536065,When is the India cricket team scheduled to tour Sri Lanka?,June 2020,The India cricket team is scheduled to tour Sri Lanka in June 2020 to play three One Day International (ODI) and three Twenty20 International (T20I) matches. The ODI series will form part of the inaugural 2020-22 ICC Cricket World Cup Super League.,1,1
102278166390867066578978003149924563826,Who fumbled as he tried to gather the throw from Leach?,," the man on the rope for a six off Nathan Lyon, the crowd went wild and England needed just two more to win. Two balls later, Leach should have been run out after going for a non-existent single, but Lyon fumbled as he tried to gather the throw from backwa",2,2
125531646036561961018199571913524221685,What was JC Buttler's ov?,54.1,"), 6-168 (BA Stokes, 53.5 ov), 7-168 (JC Buttler, 54.1 ov), 8-180 (DM Bess, 57.3 ov), 9-180 (SCJ Broad, 57.5 ov), 10-184 (MA Wood, 58.2 ov) Fall of wickets: 1-12 (Imam-ul-Haq, 5.3 ov), 2-87 (Haris Sohail, 36.6 ov), 3-119 (Azhar Ali, 45.5 ov), 4-203 (Asad S",1,1
298046628652447910315248093963498889541,What country did he play for?,Zimbabwe,y his record for Zimbabwe is given above.,1,1
132195125933710089505210553952516016128,What was Joe Root's record?,2-10,", 3.5 ov), 2-10 (Joe Root, 5.1 ov), 3-20 (Rory Burns, 10.4 ov), 4-34 (Ben Stokes, 14.3 ov), 5-45 (Joe Denly, 20.1 ov), 6-45 (Jonny Bairstow, 21.1 ov), 7-54 (Chris Woakes, 24.1 ov), 8-56 (Jos Buttler, 25.1 ov), 9-66 (Jofra Archer, 26.4 ov), 10-67 (Jack Leac",1,1
7968557222206464985647193870755245058,When was Katherine Helen Brunt born?,2 July 1985,"Katherine Helen Brunt (born 2 July 1985) is an English cricketer who currently plays for Yorkshire, Northern Diamonds, Trent Rockets and England. She plays as a right-arm fast bowler and right-handed lower-order batter. She has won two World Cups and one T",1,1
139020436175226547136422758544453837447,What are the most career runs?,1.1.3,The Nepal women's national cricket team represents Nepal in international women's cricket. Contents 1 Statistics and Records 1.1 Twenty20 Internationals 1.1.1 Team Records 1.1.2 Most Career Runs 1.1.3 Most Career Wickets 1.1.4 Highest Scores 1.1.5 Best Bow,1,1
85512954048694796883477035462377865047,Who was the highest score?,,"gland: 100 runs in 35.6 overs (216 balls), Extras 3 Drinks: England - 105/4 in 39.0 overs (AN Cook 56, BA Stokes 5) England: 150 runs in 47.6 overs (289 balls), Extras 5 Tea: England - 165/5 in 52.0 overs (BA Stokes 36, JC Buttler 13) Over 53.5: Review by ",2,2
238699173771127766630017887304279140293,How many matches were played?,,", 77.3 ov), 5-245 (Jonny Bairstow, 99.1 ov), 6-253 (Jos Buttler, 102.2 ov), 7-261 (Chris Woakes, 105.6 ov), 8-286 (Jofra Archer, 114.6 ov), 9-286 (Stuart Broad, 115.2 ov) Match details Series: 5-match series level 1-1 Player of the match: Ben Stokes TV ump",1,1
218594843334480144739656640490993697346,When did England win the Ashes?,2005,"l, Barnsley, South Yorkshire. She returned for the Test against New Zealand in 2004 and was a member of the 2005 England World Cup side in South Africa. She took 14 wickets and scored her maiden half century as England won the Ashes in 2005 and opened the ",1,1
198747494460252271594259203428397603540,What caused the delay in the start of the final day?,rain," play for the day with England 96 for four. Day five[] The final day was again affected by rain as the start was delayed until just after noon. As the players came back on the field, there was confirmation that Steve Smith, struck by a bouncer the previous",1,1
8895784003272949370534864268742944205,When did ch retire?,2002,"ch's blade was put together by his mother. Although born in Lancashire, Fraser played all of his county cricket for Middlesex in a first-class career spanning 1984 till 2002; he served as county captain from 2001 until his retirement in 2002. After that, h",1,1
131957118956126466754249063730308493380,What was Shadab Khan's name?,," overs Babar Azam retired hurt at 246/5 (68, 84.2 overs) Pakistan: 250 runs in 84.4 overs (508 balls), Extras 7 Over 85.6: Review by Pakistan (Batting), Umpire - RJ Tucker, Batsman - Shadab Khan (Upheld) Drinks: Pakistan - 291/5 in 94.0 overs (Shadab Khan ",1,2
249010603934028700400544500712050291246,What does DI 5 stand for?,,DI 5,1,2
