qa_id,question,answer,context,is_question_valid,is_answer_correct
290928824473877158463717183381174030262,When was he born?,"October 22, 1973","would make me happy. --Ichiro Suzuki Ichiro Suzuki (Ling Mu Yi Lang , Suzuki Ichiro?), often known simply as Ichiro (ichiro-, Ichiro?), (born October 22, 1973, in Toyoyama, Nishikasugai, Aichi Prefecture, Japan) is a Japanese former right fielder who playe",,
121536639852793590765918178818417411996,When was Sports Illustrated published?,"October 18, 1971","The following is a collection of magazine covers featuring Frank Robinson. Magazine covers[] Sports Illustrated - October 6, 1969.Sports Illustrated- October 18, 1971.",,
213522685855505001805108650736101849520,What is the name of the professional baseball team?,, of Professional Baseball.,,
38715643704106960334470609638568721059,What nickname did Yogis Berra get?,The Little Squat Man,"Lawrence Peter ""Yogi"" Berra (born May 12, 1925 - September 22, 2015), nicknamed ""The Little Squat Man"", from St. Louis, Mo., was a former catcher and manager in Major League Baseball. He played almost his entire career for the New York Yankees and was elec",,
31405757717793443014539404297618960004,"What year was Gibralter, Leesport, Morgantown, Readng - Noe-Equl, Reading - Rosedale, Shillington and Stony Creek?",,"Berks County League was an independent Baseball League that was based in Pennsylvania. 1927 Gibralter, Leesport, Morgantown, Readng - Noe-Equl, Reading - Nolde & Horst, Reading - Rosedale, Shillington and Stony Creek 1928 Gilbraltar, Kutztown, Leesport, Sh",,
72609642127074910023127295712512624379,COL 9-4 [MLB] [YouTube] [BaseballReference] [Savant] [CBS_Sports] 3/31 4:10pm,,m; AZ 16-1 [MLB] [YouTube] [BaseballReference] [Savant] [CBS_Sports] 3/29 9:40pm; AZ 7-1 [MLB] [YouTube] [BaseballReference] [Savant] [CBS_Sports] 3/30 8:10pm; COL 9-4 [MLB] [YouTube] [BaseballReference] [Savant] [CBS_Sports] 3/31 4:10pm; AZ 5-1 [MLB] [You,,
57146462093734345978993641561351551491,Why was the PPD rescheduled?,snowy conditions,"Reference] [Savant] [CBS_Sports] 4/18: OFF Series 07: vs. Mariners (Interleague)[] 4/19 8:40pm; PPD due to snowy conditions, rescheduled to 4/21 (2 days later) as the 2nd game of a doubleheader 4/20 8:10pm; SEA 7-0 [MLB] [YouTube] [BaseballReference] [Sava",,
121856885151057347118854740918653531359,"What is the name of the event that happened in the 1800s, 1900s, 1940s, and 1970s?",,The following are the events that happened world-wide throughout the sport of baseball. Contents 1 1800s 2 1900s-1940s 3 1950s-1970s 4 1980s-1990s 5 2000s 6 Births 7 Deaths 1800s[] 1900s-1940s[] 1950s-1970s[] 1980s-1990s[] 2000s[] Births[] Deaths[],,
231491810138126720546328032591935237416,What team did Nix trade to?,Milwaukee Brewers,"is left shoulder. After a slow start in 2006 and the return of Gary Matthews, Jr. from injury, Nix was optioned to the Rangers' Triple-A affiliate, the Oklahoma RedHawks. On July 28, 2006, Nix was traded to the Milwaukee Brewers along with Francisco Corder",,
71697331812283682072801170221434101838,How long is the lease at 29th and Columbia?,10-year,"s, the Indianapolis Hoosiers goes bankrupt and surrenders its franchise to the National League. 1900s-1910s[] 1901 - Philadelphia Athletics manager-GM Connie Mack signs a 10-year lease on grounds at 29th and Columbia to be called Columbia Park. A contract ",,
60966833010777205041717627075890710119,What number did Lou Gehrig have?,4," 3 and Lou Gehrig number 4. In a few weeks, the Cleveland Indians announce that they, too, will put numbers on the uniforms. By 1931 all American League teams will use them. It will be 1933 before all National League players are numbered. 1935 - The Washin",,
250191858279439353182344031555577438608,How many days will it be before the issues escalate?,April,"on, however, refuses to report to Houston and announces that he is retiring instead. A few days later, Clendenon will decide that he would be willing to go to one of several other teams, a move which outrages the Astros. It will be April before the issues ",,
236719451563360069477265339122993413219,What team is in the series?,Brewers,ant] [CBS_Sports] Series 28: vs. Brewers[] 7/1 8:40pm; COL 8-7 (10) [MLB] [YouTube] [BaseballReference] [Savant] [CBS_Sports] 7/2 8:40pm; MIL 4-3 [MLB] [YouTube] [BaseballReference] [Savant] [CBS_Sports] 7/3 8:40pm; MIL 3-0 [MLB] [YouTube] [BaseballReferen,,
143282106990650030771211050388480906672,When was Ken Williams born?,,"cher 1978 - Chone Figgins, infielder/outfielder Deaths[] 1910 - Sam Wise, infielder (b. 1857) 1942 - Louis Santop, Hall of Fame Negro League catcher (b. 1890) 1955 - Bob Wicker, pitcher (b. 1878) 1959 - Ken Williams, outfielder (b. 1890) 1989 - Willie Well",,
188552794501265770395891303730857402039,How many Gold Gloves did Jim Brower win?,1,"5-26 Ken Brett, P, 1976 Marshall Bridges, P, 1962-63 Ed Brinkman, SS, 1975 Chris Britton, P, 2007-08 Tom Brookens, 3B, 1989 Scott Brosius, 3B, 1998-2001; 1 Gold Glove, World Series MVP 1998 Jim Brower, P, 2007 Bobby Brown, OF, 1979-81 Hal Brown, P, 1962 Ke",,
310124734066544140575210691246570061375,What year did Greg Cadaret retire?,,"lky Cabrera, OF, 2005-09 Greg Cadaret, P, 1989-92 Miguel Cairo 2B, 2004, 2006-07 Ray Caldwell, P, 1910-18 Johnny Callison, RF, 1972-73 Bert Campaneris, 2B-3B, 1983 John Candelaria, P, 1988-89 Robinson Cano, 2B, 2005-13 Jose Canseco, DH, 2000 Andy Carey, 3B",,
110083777766313216759451045488121833091,What is the GNU Free Documentation License?,,"This page has been copied from Wikipedia under the provisions of the GNU Free Documentation License. Please help Baseball Wiki by revising it. In the game of baseball, both amateur and professional, it is tradition to annually recognize the one player in t",,
209307450498297727059844526336065270564,Who was a 3B in the 1970s?,,"lky Cabrera, OF, 2005-09 Greg Cadaret, P, 1989-92 Miguel Cairo 2B, 2004, 2006-07 Ray Caldwell, P, 1910-18 Johnny Callison, RF, 1972-73 Bert Campaneris, 2B-3B, 1983 John Candelaria, P, 1988-89 Robinson Cano, 2B, 2005-13 Jose Canseco, DH, 2000 Andy Carey, 3B",,
164423565283672251805478776577754562497,How many years did he play in the minor leagues?,13, after spending 13 years in the minor leagues.,,
90817966719537356228369046412112637182,Who was the president of the company until 2009?,Myles Brand," and Canada.[1] Its headquarters are located in Indianapolis, Indiana, and was under the leadership of president Myles Brand until his death on September 16, 2009 from pancreatic cancer.[2] In August 1973, the current three-division setup of Division I, Di",,
225789464398190137980749260319555880487,What team has a COL 3-2 record?,, 9/15 3:10pm; CHC 6-2 [MLB] [YouTube] [BaseballReference] [Savant] [CBS_Sports] Series 49: vs. Diamondbacks[] 9/16 8:40pm; COL 3-2 [MLB] [YouTube] [BaseballReference] [Savant] [CBS_Sports] 9/17 8:40pm; COL 8-2 [MLB] [YouTube] [BaseballReference] [Savant] [,,
157380003874945808119885714527429411546,What is the second section of your page?,,urrently broadcasting for the FSN West Los Angeles Angels Spanish Television production and the Oakland Athletics. Amaury was the pioneer in Spanish baseball broadcasting for the SF Bay Area. Section heading[] Write the second section of your page here.,,
203868508490197173153938458503413665448,What year was Fred Merkle a 1B in 1925-26?,,"ell, P, 1995 Sam McDowell, P, 1973-74 Tim McIntosh, C/IF, 1996 Bill McKechnie b, 2B, 1913 George McQuinn, 1B, 1947-48 Ramiro Mendoza, P, 1996-2002 Fred Merkle, 1B, 1925-26 Andy Messersmith, P, 1978 Bob Meusel, LF-RF, 1920-29 Johnny Mize b, 1B, 1949-53 Bill",,
170184096709015625690410283544828280086,What did the Veterans Committee hold?,,"The 2005 elections to select inductees to the Baseball Hall of Fame proceeded in keeping with rules enacted in 2001. The Baseball Writers Association of America (BBWAA) held an election to select from among recent players, and the Veterans Committee held a",,
155694010146220691542993673111849911770,When did the Los Angeles Dodgers play?,"September 27, 2003","colspan=""2"" style=""text-align: center; background: #dcdcdc""|Last MLB appearance |- | colspan=""2"" style=""text-align: center""|September 27, 2003 for the Los Angeles Dodgers |- ! colspan=""2"" style=""text-align: center; background: #dcdcdc""|Career statistics |-",,
280735923949068873278083148245326636941,What is the name of the team that plays at New York?,Mets,ts[] Series 13: @ New York (Mets)[] Series 14: vs. Marlins[] Series 15: vs. White Sox (Interleague Rivalry)[] Series 16: @ Miami[] Series 17: @ Cincinnati[] Series 18: vs. Rockies[] Series 19: vs. Reds[] Series 20: @ Washington[] Series 21: @ Detroit (Inte,,
317351969992335247080930757077452552570,What nickname did he get?,YoYo,"Salvador Rosado (b. 1876), nicknamed ""YoYo"" was a Cuban baseball player who pitched for the Alejandria, San Francisco, Habana, Fe, and Almendares clubs from 1899 to 1905.",,
201791853894500964194709802445855658106,How many games were played?,162," the NL East division had at least 81 wins (at least half of the 162 games played). The season ended when the Chicago White Sox defeated the Houston Astros in a four-game sweep in the World Series, winning their first championship since 1917. Contents 1 Ma",,
329224106198742322611237188609905737224,What is the only exception to Drexel's rule?,," baseball, with Drexel being the only exception. Teams[] External Links[] CAA baseball site",,
318221999328337203603889804515334361641,Who was the founder of TML?,Chiu Fu-sheng,The Taiwan Major League (TML Tai Wan Da Lian Meng ) was a professional baseball league in Taiwan that operated from 1996 to 2003. It was established by TV tycoon Chiu Fu-sheng (Qiu Fu Sheng ) after a row over CPBL broadcasting rights. The Chinese Professio,,
78848378597815584263801958047839801957,How tall is he?,6 feet 10 inches,"rth in the big leagues and his second with the Padres. He is 6 feet 10 inches (Template:Rnd/b1 m)Template:Convert/track/abbr/Template:Convert/track/disp/Template:Convert/track/adj/, and he throws and bats right-handed. He was elected to the 2007 MLB All-St",,
187987395594391951926194912428921607498,What team did he play for?,Pittsburgh Pirates,"ball for Princeton University and became the Ivy League's first male two-sport Rookie of the Year. Selected by the Pittsburgh Pirates in the third round of the June 2000 Draft, he had brief professional experiences in the Pirates, Montreal Expos, and Texas",,
181144849670467373269886786472012015606,What is the option for a fourth year?,," new deal is worth a guaranteed $25 million and includes an option for a fourth year. In interleague play, David Wright won the first Subway Series game of the year between two New York City teams when he hit a two-out, RBI single off Mariano Rivera in the",,
148644040962083927997427175433347080006,What was his ERA?,road earned run average,"er nine innings and road earned run average (ERA) and was named the National League Pitcher of the Month for June. Additionally, he extended his streak of consecutive undefeated games started as a visiting pitcher to 24, and secured the only Padres win in ",,
87153670441316576862966799757371500043,What was the name of the Independent League?,Corsicana City League,"Corsicana City League was an Independent League that was based in Corsicana, Tx. 1922 - American Legion, Bankers & Insurance, Dyer, Oil City, Railway & Express, Red Sox, Rexalls, Y.M.C.A. 1923 - American Legion, Cotton Mill, Dyer, Electricians, Field Artil",,
316053843121456266700522272337204368493,Who suggested a Taiwan champ?,TML,"in 2003. Kaoping Fala (Gao Ping Lei Gong ), absorbed into First Financial Holdings Agan in 2003. Games[] Other than the home cities of member teams, games were also held in minor cities, although at a lesser frequency. TML has also suggested a Taiwan champ",,
196070617309957136296616922742571871728,How can you help The Baseball Wiki by expanding it?,,"This article is a stub. You can help The Baseball Wiki by expanding it. Paul Stanton Sewald (born May 26, 1990) is an American professional baseball pitcher for the New York Mets of Major League Baseball.",,
259065141245010198537266938687560008376,What is the effective date of the 60-day IL listing?,,"une 17. If a team's 40-man roster is full, and the team has a player on one of the short IL's who is going to need recovery time, that player can be moved to the 60-day IL. The effective date of the 60-day IL listing will be the same as the original IL lis",,
26548985949545031187358913483559204992,How many players are on a team's roster?,40,"une 17. If a team's 40-man roster is full, and the team has a player on one of the short IL's who is going to need recovery time, that player can be moved to the 60-day IL. The effective date of the 60-day IL listing will be the same as the original IL lis",,
159218974330084534346322227277449907834,Where was the game played?,," 1, West 1) played the division winner of the second half (denoted East 2, West 2). American League Championship Series MVP: Graig Nettles National League Championship Series MVP: Burt Hooton All-Star Game, August 9 at Cleveland Stadium: National League, 5",,
211754713437020128902550952674885284680,"What year was Covington, Mechanicsburg, New Carlisle, St Paris, Troy, Urbana, West Liberty, Wright-Patterson?",,"sburg, Troy, Versailles, West Liberty 1949 - Covington, Mechanicsburg, New Carlisle, St Paris, Troy, Urbana, West Liberty, Wright-Patterson 1950- New Carlisle, North Lewisburg, Phillipsburg, St Paris, Troy, Urbana, West Milton, Wright-Patterson 1951 - New ",,
54699603187346979918294548195971412832,When did he become a free agent?,after the season,"lled up to the majors on July 6, 2008, but was designated for assignment on July 31. He became a free agent after the season. Paronto was re-signed to a minor league contract with the Astros on January 14, 2009, and was invited to spring training. Paronto'",,
27348989026037468572416360218454917411,Who won the Cy Young Award in 2005?,Johan Santana," game, as he hit five singles and a double helping Toronto to beat the Chicago White Sox, 10-6. 2005 - Cy Young Award winner Johan Santana ended his 17-game winning streak in the Minnesota Twins 2-1 loss to the Los Angeles Angels. Santana struck out seven ",,
199923410673833677320999449653259666282,What is the name of the retired professional baseball pitcher?,Leonard Edward DiNardo,"Leonard Edward DiNardo (born September 19, 1979 in Miami, Florida) is a retired professional baseball pitcher. Contents 1 Professional career 1.1 New York Mets 1.2 Boston Red Sox 1.3 Oakland Athletics 1.4 Kansas City Royals 1.5 Second stint with the Athlet",,
204357791911434511770808384472350064660,When was he born?,"November 7, 1992","Jordan Blake Weems (born November 7, 1992) is an American professional baseball pitcher for the Washington Nationals. He previously played in Major League Baseball (MLB) for the Oakland Athletics and Arizona Diamondbacks. He was originally drafted by the B",,
264981544448455012768180519095105991208,Where was the League based?,California,"Mendocine-Lake County League was an Independent League that was based in California 1931 - Fort Bragg, Kelseyville, Lakeport, Ukiah, Willits,",,
165410325823370618190816873271043365920,When did White die?,"March 17, 1872","membered that he fought the ""good fight."" His condition continued to worsen, and he died of the disease on March 17, 1872, in Scio, New York, at the age of 22. With his decease, White became the first recorded professional league baseball player to die. Th",,
80632233210838536108103376248027684390,What year did all members of the BBWAA vote?,, in 1990. All 10-year members of the BBWAA were eligible to vote. Voters were instructed to cast votes for up to 10 candidates; any candidate receiving votes on at least 75% of the ballots would be honored with induction to the Hall. The ballot consisted o,,
153359771090989517553977758554390313563,What percentage of the vote did the candidates receive?,5%,"e ballot consisted of 35 players; 470 ballots were cast, with 353 votes required for election. Those candidates receiving less than 5% of the vote (24 votes) will not appear on future BBWAA ballots, but may eventually be considered by the Veterans Committe",,
92834553406087232546940470233195875068,What was Blackburn's last name?,,"on replacement. Blackburne died in Riverside, New Jersey at age 81. Lena Blackburne Rubbing Mud[] Blackburne made an unusual and valuable contribution to baseball when he discovered a special use for the clay from the Delaware River to take the shine off o",,
262438931537399496677494905697586925602,How many All-Star selections were there?,51,"ight of whom were not included on the ballot, representing a total of 51 All-Star selections. Among the new candidates were 9-time All-Star Fred Lynn and 5-time All-Star Keith Hernandez. The field included two MVPs, Hernandez and Lynn, who was the first pl",,
228046034346982039725062694560371560344,What is Hak-ju Lee's Korean name?,,"A Photo of Hak-Ju Lee Hak-ju Lee (Hangul: ihagju; Hanja: Li Xue Zhou ; Korean pronunciation: ""Yi Hahk Joo""; born November 4, 1990) is a South Korean professional baseball shortstop who is currently a free agent. While without a team in May 2017, Lee was ch",,
153384453695802050103847908889733351222,What type of skin is it?,,tan,,
266855097745001253554598649908117941072,What was Ernest Patrick Hickman's profession?,pitcher,"Ernest Patrick Hickman (1856-November 19, 1891), was a Major League Baseball pitcher. He played for the Kansas City Cowboys of the Union Association in 1884. On November 19, 1891, Hickman shot and killed his wife before shooting himself in the head.",,
143676279604675832306152647452230407169,How many home runs did he hit in a game?,two,"ight field when not pitching, batting .334 to place him among the league's top five hitters, and leading the league in on base percentage. On August 16 of that year, he became the fourth pitcher to hit two home runs in a game, while also getting a double a",,
39942896931749160040475504758368325498,Who drafted the pitcher from the St. Louis Cardinals?,,"This article is a stub. You can help The Baseball Wiki by expanding it. Kameron Kraig 'Kam' Mickolio (born May 10, 1984 in Wolf Point, Montana) is a retired Major League Baseball pitcher. College career[] Mickolio was drafted by the St. Louis Cardinals in ",,
135457435336830974703026047062382654261,When did the Boston red sox win the world series?,,"Babe Ruth -- ""The Bambino"" The Curse of the Bambino was a superstition cited, often jokingly, as a reason for the failure of the Boston Red Sox baseball team to win the World Series in the 86-year period from 1918 until 2004. While some fans took the curse",,
283239491022662922139970547605989038868,What year did the Veterans Committee eleave?,1996,e Mariners. 1986 - The Atlanta Braves acquire hard-hitting catcher Ted Simmons from the Milwaukee Brewers for defensive-minded catcher Rick Cerone and a pair of minor leaguers. Simmons hit .273 with 76 RBI in 1985. 1990s[] 1996 - The Veterans Committee ele,,
138707368006948603289374654088696118702,What are the events that happened world-wide throughout the sport of baseball?,,The following are the events that happened world-wide throughout the sport of baseball. Contents 1 1800s 2 1900s-1940s 3 1950s-1970s 4 1980s-1990s 5 2000s 6 Births 7 Deaths 1800s[] 1900s-1940s[] 1950s-1970s[] 1980s-1990s[] 2000s[] Births[] 1989 - Drake Bri,,
194460178106555617069752174978136732355,Who strongly recommends players be extremely reluctant to use any products containing the diet supplement?,the players' union,"r leaguers by the players' union strongly recommending players ""be extremely reluctant to use any products"" containing the substance. The diet supplement, which is available without a prescription, has been linked to the spring training death of Baltimore ",,
278296862042153927988170734506282403223,Who was a Hall of Fame outfielder?,,", Hall of Fame outfielder (d. 1922) 1889 - Jeff Tesreau, pitcher (d. 1946) 1897 - Lu Blue, infielder (d. 1958) 1897 - Virgil Barnes, pitcher (d. 1958) 1921 - Elmer Valo, outfielder (d. 1998) 1930 - Del Crandall, All-Star catcher 1941 - Phil Roof, catcher 1",,
49598415861497627428889142994423871651,What are you looking for?,,d as the cover star. Soundtrack[] MLB The Show 22 Resources[] https://theshow.com/ https://theshow.sonysandiegostudio.games/hc/en-us/sections/5080038016539 https://www.youtube.com/c/SonySanDiego/videos,,
183255243252161530023696129867811672593,When was Jim Wilson born?,,"tar infielder (d. 1991) 1922 - Jim Wilson, All-Star pitcher (d. 1986) 1928 - Elroy Face, All-Star pitcher 1941 - Clyde Wright, All-Star pitcher 1959 - Bill Gullickson, pitcher 1966 - Derek Lilliquist, pitcher 1972 - Shane Spencer, outfielder 1975 - Livan H",,
296906615402704722834405786356610913244,"What year was Burdick, Delavan, Lincolnville, Lost Springs Tampa, Wilsey?",,"Marion-Morris League was an Independent League that was based in Kansas. 1912 - Burdick, Delavan, Lincolnville, Lost Springs Tampa, Wilsey 1913 - Burdick, Delavan, Lincolnville, Lost Springs Tampa, Wilsey 1914 - Conrad, Delavan, Durham, Hope, Lost Springs,",,
301744642788226324701018931603780365494,What newspaper did Muranane work for for 30 years?,The Boston Globe,"ident of the minor league New England League and Eastern League, and went on to a 30-year career as a sportswriter and baseball editor with The Boston Globe. Murnane died in 1917 at age 65 of a heart attack while attending the opera at the Schubert Theatre",,
53138536040515166231819127223184216371,What is a bit more interactive?,box score,"all Savant. The up-to-date scoreboard is the default. There are illustrator of the strike zones, box score (a bit more interactive), exit velocity, pitch velocity, player breakdowns, pitch 3D in many camera angles, matchups (batter vs pitcher in all plate ",,
201951058908101871281278717262127792594,Who was the first baseman in Major League Baseball?,Norman Dalton Cash,"A card featuring Norm Cash. Norman Dalton Cash (November 10, 1934 - October 11, 1986) was an American first baseman in Major League Baseball who spent almost his entire career with the Detroit Tigers. An outstanding power hitter, his 377 career home runs w",,
144406080532346772731405033472716706247,When did he retire?,,"aline (399). He also led the AL in assists three times and fielding percentage twice; he ranked among the all-time leaders in assists (4th, 1317) and double plays (10th, 1347) upon his retirement, and was fifth in AL history in games at first base (1943). ",,
44214632946934770013158212943471781067,At what time did the show begin?,, Series #45: @ Baltimore[] #137: Mon 9/6 at 1:05pm; W 3-2 [MLB.com] [YouTube] [Reference] [Savant] (62-75) #138: Tue 9/7 at 7:05pm; L 3-7 [MLB.com] [YouTube] [Reference] [Savant] (62-76) #139: Wed 9/8 at 7:05pm; L 8-9 [MLB.com] [YouTube] [Reference] [Savan,,
38241523274920703980352032968068714864,Who was the manager of the Pittsburgh Pirates?,Donie Bush,"r Ruth in any case), the Yankees had little trouble dispatching the Pirates, who did not see another Series for 33 years. Game 4 was close the entire game, and remained tied at three going into the ninth inning. Pittsburgh manager, Donie Bush, had turned t",,
269979265027769559383346953683984737759,What is the strike zone in baseball?,a conceptual three dimensional right angle pentagonal prism over home plate,"In baseball, the strike zone is a conceptual three dimensional right angle pentagonal prism over home plate which defines the boundaries through which a pitch must pass in order to count as a strike when the batter does not swing. http:// Contents 1 2 3 4 ",,
60329252044656401855090940614860871337,What is a line at the hollow beneath the kneecap?,The bottom of the strike zone,// Contents 1 2 3 4 5 [] The top of the strike zone is a horizontal line at the midpoint between the top of the batter's shoulders and the top of the uniform pants. The bottom of the strike zone is a line at the hollow beneath the kneecap. The right and le,,
22558048441591556222703352781151896068,What is the name of the town in 1940 called?,Uniontown,"g, Middleburg, Mifflintown, Milton, Montgomery, New Berlin, Northumberland, Picture Rocks, Selinsgrove, Turbotville, Uniontown 1940 - Danville, Elimsport, Elysburg, Freeburg, Middleburg, Milton, Montgomery, New Columbia, Picture Rocks, Powys Park, Selinsgr",,
276564208779904586903526114899579206578,Who were the two members of the committee?,Warren Giles and Hack Wilson,"Committee met in closed sessions to consider older major league players as well as managers, umpires, executives, and figures from the Negro Leagues. It selected Warren Giles and Hack Wilson. BBWAA election[] The BBWAA was authorized to elect players activ",,
292445895559369419269991338976458563855,Who is a pitcher in the Philadelphia Phillies organization?,Wen-Hui Pan,Wen-Hui Pan is a Taiwanese pitcher in the Philadelphia Phillies organization. He signed with the team in January of 2023.,,
115848755532911363296985267581302196130,Who was on the ballot for the final time?,bby Thomson,"bby Thomson were on the ballot for the final time, although Thomson received less than 5% of the vote, and would have been ineligible in 1980 anyway. The newly-eligible players included 11 All-Stars, none of whom were not included on the ballot, representi",,
294870084176141619864267787650075608354,What team did the Chicago White Sox cover?,,"The following is a collection of magazine covers featuring the Chicago White Sox. Magazine covers[] Sports Illustrated - September 28, 1959.Sports Illustrated - July 4, 1960.",,
231145023431511711780041844853514877556,What are some deceptive actions called?,balks,"s many tactics to attempt to disguise whether he is going to begin a pitch or a pickoff attempt. However, some deceptive actions are illegal and may be called balks. When there is a baserunner on, the pitcher will pitch from the strech, one of the pitching",,
187802826374347933587046639049036884659,What was Mathis' batting average in 2006?,.108,"2006 spring training, Mathis was expected to see substantial playing time at catcher, sharing the position with Jose Molina. However, once the regular season began, he struggled greatly on both defense and offense. With Mathis batting only .108 and the tea",,
235840169579263371516707642522295521897,What was the original name of the stadium?,Riverside Stadium," in Commerce Bank Park, located on City Island in Harrisburg; originally opened in 1987 as Riverside Stadium, the stadium seats 6,302 fans. The ""Senators"" nickname refers to the host city being the capital and thus home of the Pennsylvania legislature. The",,
